Fim da primeira fase ... 
0
contador = 10
it = 0
76 69 ( 6059) 
155 61 ( 6059) 
155 61 ( 6059) 
155 61 ( 6059) 
155 61 ( 6059) 
76 69 ( 6059) 
76 69 ( 6059) 
76 69 ( 6059) 
76 69 ( 6059) 
155 61 ( 6059) 
76 69 ( 6059) 
76 69 ( 6059) 
76 69 ( 6059) 
76 69 ( 6059) 
76 69 ( 6059) 
165 60 ( 6060) 
165 60 ( 6060) 
86 68 ( 6060) 
86 68 ( 6060) 
86 68 ( 6060) 
165 60 ( 6060) 
165 60 ( 6060) 
165 60 ( 6060) 
86 68 ( 6060) 
86 68 ( 6060) 
165 60 ( 6060) 
86 68 ( 6060) 
86 68 ( 6060) 
86 68 ( 6060) 
165 60 ( 6060) 
86 68 ( 6060) 
165 60 ( 6060) 
86 68 ( 6060) 
86 68 ( 6060) 
86 68 ( 6060) 
165 60 ( 6060) 
86 68 ( 6060) 
165 60 ( 6060) 
86 68 ( 6060) 
165 60 ( 6060) 
165 60 ( 6060) 
165 60 ( 6060) 
86 68 ( 6060) 
165 60 ( 6060) 
165 60 ( 6060) 
165 60 ( 6060) 
86 68 ( 6060) 
165 60 ( 6060) 
86 68 ( 6060) 
86 68 ( 6060) 
165 60 ( 6060) 
86 68 ( 6060) 
86 68 ( 6060) 
86 68 ( 6060) 
165 60 ( 6060) 
165 60 ( 6060) 
86 68 ( 6060) 
86 68 ( 6060) 
86 68 ( 6060) 
86 68 ( 6060) 
86 68 ( 6060) 
165 60 ( 6060) 
165 60 ( 6060) 
165 60 ( 6060) 
86 68 ( 6060) 
165 60 ( 6060) 
86 68 ( 6060) 
86 68 ( 6060) 
96 67 ( 6061) 
96 67 ( 6061) 
96 67 ( 6061) 
175 59 ( 6061) 
175 59 ( 6061) 
96 67 ( 6061) 
175 59 ( 6061) 
175 59 ( 6061) 
175 59 ( 6061) 
67 70 ( 6066) 
67 70 ( 6066) 
67 70 ( 6066) 
67 70 ( 6066) 
67 70 ( 6066) 
77 69 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
156 61 ( 6067) 
156 61 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
156 61 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
156 61 ( 6067) 
156 61 ( 6067) 
156 61 ( 6067) 
77 69 ( 6067) 
156 61 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
156 61 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
77 69 ( 6067) 
166 60 ( 6068) 
87 68 ( 6068) 
87 68 ( 6068) 
166 60 ( 6068) 
166 60 ( 6068) 
166 60 ( 6068) 
87 68 ( 6068) 
166 60 ( 6068) 
166 60 ( 6068) 
87 68 ( 6068) 
87 68 ( 6068) 
166 60 ( 6068) 
87 68 ( 6068) 
87 68 ( 6068) 
87 68 ( 6068) 
87 68 ( 6068) 
166 60 ( 6068) 
87 68 ( 6068) 
87 68 ( 6068) 
166 60 ( 6068) 
87 68 ( 6068) 
87 68 ( 6068) 
166 60 ( 6068) 
166 60 ( 6068) 
166 60 ( 6068) 
87 68 ( 6068) 
166 60 ( 6068) 
87 68 ( 6068) 
166 60 ( 6068) 
87 68 ( 6068) 
166 60 ( 6068) 
87 68 ( 6068) 
87 68 ( 6068) 
87 68 ( 6068) 
87 68 ( 6068) 
166 60 ( 6068) 
87 68 ( 6068) 
166 60 ( 6068) 
87 68 ( 6068) 
166 60 ( 6068) 
87 68 ( 6068) 
87 68 ( 6068) 
166 60 ( 6068) 
87 68 ( 6068) 
166 60 ( 6068) 
87 68 ( 6068) 
87 68 ( 6068) 
87 68 ( 6068) 
87 68 ( 6068) 
176 59 ( 6069) 
176 59 ( 6069) 
176 59 ( 6069) 
97 67 ( 6069) 
97 67 ( 6069) 
176 59 ( 6069) 
176 59 ( 6069) 
176 59 ( 6069) 
176 59 ( 6069) 
176 59 ( 6069) 
176 59 ( 6069) 
176 59 ( 6069) 
176 59 ( 6069) 
97 67 ( 6069) 
176 59 ( 6069) 
97 67 ( 6069) 
97 67 ( 6069) 
68 70 ( 6074) 
68 70 ( 6074) 
68 70 ( 6074) 
68 70 ( 6074) 
68 70 ( 6074) 
78 69 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
157 61 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
157 61 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
157 61 ( 6075) 
78 69 ( 6075) 
157 61 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
157 61 ( 6075) 
157 61 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
78 69 ( 6075) 
88 68 ( 6076) 
167 60 ( 6076) 
88 68 ( 6076) 
167 60 ( 6076) 
88 68 ( 6076) 
88 68 ( 6076) 
167 60 ( 6076) 
88 68 ( 6076) 
88 68 ( 6076) 
88 68 ( 6076) 
167 60 ( 6076) 
167 60 ( 6076) 
88 68 ( 6076) 
88 68 ( 6076) 
167 60 ( 6076) 
167 60 ( 6076) 
167 60 ( 6076) 
167 60 ( 6076) 
167 60 ( 6076) 
167 60 ( 6076) 
88 68 ( 6076) 
88 68 ( 6076) 
167 60 ( 6076) 
88 68 ( 6076) 
88 68 ( 6076) 
88 68 ( 6076) 
88 68 ( 6076) 
88 68 ( 6076) 
167 60 ( 6076) 
167 60 ( 6076) 
167 60 ( 6076) 
88 68 ( 6076) 
88 68 ( 6076) 
88 68 ( 6076) 
88 68 ( 6076) 
88 68 ( 6076) 
167 60 ( 6076) 
167 60 ( 6076) 
88 68 ( 6076) 
88 68 ( 6076) 
88 68 ( 6076) 
167 60 ( 6076) 
167 60 ( 6076) 
88 68 ( 6076) 
88 68 ( 6076) 
167 60 ( 6076) 
167 60 ( 6076) 
167 60 ( 6076) 
167 60 ( 6076) 
167 60 ( 6076) 
167 60 ( 6076) 
167 60 ( 6076) 
167 60 ( 6076) 
88 68 ( 6076) 
88 68 ( 6076) 
167 60 ( 6076) 
177 59 ( 6077) 
177 59 ( 6077) 
98 67 ( 6077) 
98 67 ( 6077) 
98 67 ( 6077) 
98 67 ( 6077) 
177 59 ( 6077) 
177 59 ( 6077) 
177 59 ( 6077) 
177 59 ( 6077) 
69 70 ( 6082) 
69 70 ( 6082) 
69 70 ( 6082) 
79 69 ( 6083) 
79 69 ( 6083) 
158 61 ( 6083) 
79 69 ( 6083) 
158 61 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
158 61 ( 6083) 
158 61 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
158 61 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
158 61 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
158 61 ( 6083) 
158 61 ( 6083) 
158 61 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
158 61 ( 6083) 
158 61 ( 6083) 
158 61 ( 6083) 
79 69 ( 6083) 
79 69 ( 6083) 
168 60 ( 6084) 
89 68 ( 6084) 
89 68 ( 6084) 
89 68 ( 6084) 
89 68 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
89 68 ( 6084) 
168 60 ( 6084) 
89 68 ( 6084) 
89 68 ( 6084) 
89 68 ( 6084) 
168 60 ( 6084) 
89 68 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
89 68 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
89 68 ( 6084) 
168 60 ( 6084) 
89 68 ( 6084) 
89 68 ( 6084) 
89 68 ( 6084) 
168 60 ( 6084) 
89 68 ( 6084) 
89 68 ( 6084) 
89 68 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
89 68 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
89 68 ( 6084) 
89 68 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
89 68 ( 6084) 
168 60 ( 6084) 
89 68 ( 6084) 
168 60 ( 6084) 
89 68 ( 6084) 
89 68 ( 6084) 
89 68 ( 6084) 
168 60 ( 6084) 
168 60 ( 6084) 
89 68 ( 6084) 
168 60 ( 6084) 
89 68 ( 6084) 
168 60 ( 6084) 
89 68 ( 6084) 
168 60 ( 6084) 
89 68 ( 6084) 
178 59 ( 6085) 
178 59 ( 6085) 
99 67 ( 6085) 
178 59 ( 6085) 
178 59 ( 6085) 
70 70 ( 6090) 
70 70 ( 6090) 
80 69 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
159 61 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
159 61 ( 6091) 
159 61 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
159 61 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
159 61 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
159 61 ( 6091) 
159 61 ( 6091) 
159 61 ( 6091) 
159 61 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
159 61 ( 6091) 
80 69 ( 6091) 
159 61 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
159 61 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
159 61 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
80 69 ( 6091) 
159 61 ( 6091) 
159 61 ( 6091) 
80 69 ( 6091) 
159 61 ( 6091) 
169 60 ( 6092) 
90 68 ( 6092) 
169 60 ( 6092) 
90 68 ( 6092) 
90 68 ( 6092) 
90 68 ( 6092) 
90 68 ( 6092) 
169 60 ( 6092) 
169 60 ( 6092) 
169 60 ( 6092) 
90 68 ( 6092) 
90 68 ( 6092) 
169 60 ( 6092) 
169 60 ( 6092) 
90 68 ( 6092) 
169 60 ( 6092) 
90 68 ( 6092) 
169 60 ( 6092) 
90 68 ( 6092) 
169 60 ( 6092) 
90 68 ( 6092) 
169 60 ( 6092) 
90 68 ( 6092) 
169 60 ( 6092) 
90 68 ( 6092) 
169 60 ( 6092) 
169 60 ( 6092) 
169 60 ( 6092) 
90 68 ( 6092) 
90 68 ( 6092) 
90 68 ( 6092) 
90 68 ( 6092) 
90 68 ( 6092) 
169 60 ( 6092) 
90 68 ( 6092) 
169 60 ( 6092) 
169 60 ( 6092) 
169 60 ( 6092) 
169 60 ( 6092) 
169 60 ( 6092) 
90 68 ( 6092) 
90 68 ( 6092) 
90 68 ( 6092) 
169 60 ( 6092) 
169 60 ( 6092) 
90 68 ( 6092) 
169 60 ( 6092) 
90 68 ( 6092) 
169 60 ( 6092) 
169 60 ( 6092) 
169 60 ( 6092) 
90 68 ( 6092) 
90 68 ( 6092) 
169 60 ( 6092) 
90 68 ( 6092) 
179 59 ( 6093) 
179 59 ( 6093) 
100 67 ( 6093) 
179 59 ( 6093) 
71 70 ( 6098) 
71 70 ( 6098) 
71 70 ( 6098) 
71 70 ( 6098) 
71 70 ( 6098) 
71 70 ( 6098) 
71 70 ( 6098) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
160 61 ( 6099) 
160 61 ( 6099) 
81 69 ( 6099) 
160 61 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
160 61 ( 6099) 
160 61 ( 6099) 
81 69 ( 6099) 
160 61 ( 6099) 
81 69 ( 6099) 
160 61 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
160 61 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
160 61 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
160 61 ( 6099) 
81 69 ( 6099) 
160 61 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
160 61 ( 6099) 
81 69 ( 6099) 
160 61 ( 6099) 
160 61 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
160 61 ( 6099) 
160 61 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
81 69 ( 6099) 
160 61 ( 6099) 
81 69 ( 6099) 
91 68 ( 6100) 
91 68 ( 6100) 
170 60 ( 6100) 
91 68 ( 6100) 
170 60 ( 6100) 
91 68 ( 6100) 
170 60 ( 6100) 
91 68 ( 6100) 
91 68 ( 6100) 
170 60 ( 6100) 
91 68 ( 6100) 
170 60 ( 6100) 
91 68 ( 6100) 
91 68 ( 6100) 
170 60 ( 6100) 
170 60 ( 6100) 
91 68 ( 6100) 
91 68 ( 6100) 
170 60 ( 6100) 
91 68 ( 6100) 
170 60 ( 6100) 
170 60 ( 6100) 
170 60 ( 6100) 
170 60 ( 6100) 
91 68 ( 6100) 
170 60 ( 6100) 
170 60 ( 6100) 
170 60 ( 6100) 
170 60 ( 6100) 
170 60 ( 6100) 
91 68 ( 6100) 
91 68 ( 6100) 
91 68 ( 6100) 
91 68 ( 6100) 
91 68 ( 6100) 
91 68 ( 6100) 
170 60 ( 6100) 
91 68 ( 6100) 
170 60 ( 6100) 
170 60 ( 6100) 
170 60 ( 6100) 
91 68 ( 6100) 
170 60 ( 6100) 
91 68 ( 6100) 
180 59 ( 6101) 
101 67 ( 6101) 
180 59 ( 6101) 
72 70 ( 6106) 
72 70 ( 6106) 
72 70 ( 6106) 
151 62 ( 6106)  dentro de T maisDistante = 151 63

72 70 ( 6106) 
72 70 ( 6106) 
72 70 ( 6106) 
72 70 ( 6106) 
72 70 ( 6106) 
72 70 ( 6106) 
151 62 ( 6106) 
72 70 ( 6106) 
72 70 ( 6106) 
72 70 ( 6106) 
72 70 ( 6106) 
72 70 ( 6106) 
161 61 ( 6107) 
82 69 ( 6107) 
161 61 ( 6107) 
161 61 ( 6107) 
161 61 ( 6107) 
161 61 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
161 61 ( 6107) 
82 69 ( 6107) 
161 61 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
161 61 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
161 61 ( 6107) 
161 61 ( 6107) 
161 61 ( 6107) 
161 61 ( 6107) 
161 61 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
161 61 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
161 61 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
161 61 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
161 61 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
161 61 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
161 61 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
161 61 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
161 61 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
161 61 ( 6107) 
82 69 ( 6107) 
161 61 ( 6107) 
161 61 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
161 61 ( 6107) 
161 61 ( 6107) 
161 61 ( 6107) 
161 61 ( 6107) 
161 61 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
82 69 ( 6107) 
171 60 ( 6108) 
92 68 ( 6108) 
171 60 ( 6108) 
171 60 ( 6108) 
92 68 ( 6108) 
92 68 ( 6108) 
171 60 ( 6108) 
92 68 ( 6108) 
171 60 ( 6108) 
92 68 ( 6108) 
171 60 ( 6108) 
171 60 ( 6108) 
171 60 ( 6108) 
92 68 ( 6108) 
171 60 ( 6108) 
171 60 ( 6108) 
92 68 ( 6108) 
171 60 ( 6108) 
92 68 ( 6108) 
171 60 ( 6108) 
92 68 ( 6108) 
92 68 ( 6108) 
92 68 ( 6108) 
92 68 ( 6108) 
92 68 ( 6108) 
92 68 ( 6108) 
92 68 ( 6108) 
171 60 ( 6108) 
171 60 ( 6108) 
92 68 ( 6108) 
171 60 ( 6108) 
171 60 ( 6108) 
92 68 ( 6108) 
171 60 ( 6108) 
171 60 ( 6108) 
171 60 ( 6108) 
171 60 ( 6108) 
171 60 ( 6108) 
171 60 ( 6108) 
171 60 ( 6108) 
92 68 ( 6108) 
92 68 ( 6108) 
92 68 ( 6108) 
92 68 ( 6108) 
92 68 ( 6108) 
181 59 ( 6109) 
181 59 ( 6109) 
73 70 ( 6114) 
73 70 ( 6114) 
73 70 ( 6114) 
73 70 ( 6114) 
73 70 ( 6114) 
73 70 ( 6114) 
152 62 ( 6114) 
73 70 ( 6114) 
73 70 ( 6114) 
152 62 ( 6114) 
73 70 ( 6114) 
152 62 ( 6114) 
73 70 ( 6114) 
73 70 ( 6114) 
73 70 ( 6114) 
73 70 ( 6114) 
152 62 ( 6114) 
73 70 ( 6114) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
162 61 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
162 61 ( 6115) 
162 61 ( 6115) 
162 61 ( 6115) 
162 61 ( 6115) 
83 69 ( 6115) 
162 61 ( 6115) 
83 69 ( 6115) 
162 61 ( 6115) 
162 61 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
162 61 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
162 61 ( 6115) 
83 69 ( 6115) 
162 61 ( 6115) 
162 61 ( 6115) 
83 69 ( 6115) 
162 61 ( 6115) 
83 69 ( 6115) 
162 61 ( 6115) 
162 61 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
162 61 ( 6115) 
162 61 ( 6115) 
162 61 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
162 61 ( 6115) 
83 69 ( 6115) 
162 61 ( 6115) 
83 69 ( 6115) 
162 61 ( 6115) 
162 61 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
162 61 ( 6115) 
162 61 ( 6115) 
162 61 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
162 61 ( 6115) 
162 61 ( 6115) 
83 69 ( 6115) 
162 61 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
83 69 ( 6115) 
172 60 ( 6116) 
93 68 ( 6116) 
172 60 ( 6116) 
172 60 ( 6116) 
172 60 ( 6116) 
93 68 ( 6116) 
172 60 ( 6116) 
172 60 ( 6116) 
172 60 ( 6116) 
93 68 ( 6116) 
172 60 ( 6116) 
93 68 ( 6116) 
93 68 ( 6116) 
172 60 ( 6116) 
93 68 ( 6116) 
93 68 ( 6116) 
93 68 ( 6116) 
93 68 ( 6116) 
93 68 ( 6116) 
172 60 ( 6116) 
172 60 ( 6116) 
172 60 ( 6116) 
172 60 ( 6116) 
172 60 ( 6116) 
172 60 ( 6116) 
172 60 ( 6116) 
182 59 ( 6117) 
182 59 ( 6117) 
182 59 ( 6117) 
64 71 ( 6121) 
74 70 ( 6122) 
74 70 ( 6122) 
153 62 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
153 62 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
153 62 ( 6122) 
74 70 ( 6122) 
153 62 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
74 70 ( 6122) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
163 61 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
163 61 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
163 61 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
163 61 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
163 61 ( 6123) 
163 61 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
163 61 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
163 61 ( 6123) 
163 61 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
163 61 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
163 61 ( 6123) 
163 61 ( 6123) 
163 61 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
163 61 ( 6123) 
84 69 ( 6123) 
163 61 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
163 61 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
163 61 ( 6123) 
163 61 ( 6123) 
163 61 ( 6123) 
84 69 ( 6123) 
84 69 ( 6123) 
163 61 ( 6123) 
84 69 ( 6123) 
173 60 ( 6124) 
94 68 ( 6124) 
173 60 ( 6124) 
173 60 ( 6124) 
173 60 ( 6124) 
94 68 ( 6124) 
173 60 ( 6124) 
173 60 ( 6124) 
173 60 ( 6124) 
94 68 ( 6124) 
173 60 ( 6124) 
94 68 ( 6124) 
94 68 ( 6124) 
173 60 ( 6124) 
173 60 ( 6124) 
94 68 ( 6124) 
94 68 ( 6124) 
183 59 ( 6125) 
65 71 ( 6129) 
65 71 ( 6129) 
65 71 ( 6129) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
154 62 ( 6130) 
154 62 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
154 62 ( 6130) 
154 62 ( 6130) 
154 62 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
154 62 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
154 62 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
154 62 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
75 70 ( 6130) 
154 62 ( 6130) 
75 70 ( 6130) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
164 61 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
164 61 ( 6131) 
85 69 ( 6131) 
164 61 ( 6131) 
85 69 ( 6131) 
164 61 ( 6131) 
164 61 ( 6131) 
85 69 ( 6131) 
164 61 ( 6131) 
164 61 ( 6131) 
164 61 ( 6131) 
164 61 ( 6131) 
164 61 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
164 61 ( 6131) 
164 61 ( 6131) 
164 61 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
164 61 ( 6131) 
164 61 ( 6131) 
164 61 ( 6131) 
164 61 ( 6131) 
164 61 ( 6131) 
85 69 ( 6131) 
164 61 ( 6131) 
85 69 ( 6131) 
164 61 ( 6131) 
85 69 ( 6131) 
164 61 ( 6131) 
85 69 ( 6131) 
164 61 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
164 61 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
164 61 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
164 61 ( 6131) 
164 61 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
164 61 ( 6131) 
164 61 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
85 69 ( 6131) 
